Topic,Count,Name,Representation,Representative_Docs
-1,455,-1_customer_study_service_hospitality,"['customer', 'study', 'service', 'hospitality', 'experience', 'customers', 'research', 'industry', 'quality', 'design']","['Service quality gap models: trends and industry adaptations. Purpose – The present study systematically reviews the relevant literature to trace the evolution of service quality gap models since the original Service Quality Gap Model and identify the main distinctions between them. The study thereby aims to enable a deeper understanding of how subsequent models have modified the original model to be more applicable to specific sectors and changing technology. Design/methodology/approach – A systematic literature review strategy and conceptual review methodology were used to achieve the study’s purpose. Using the Web of Science (WOS) database as the main source, the study applied reference tracking, visual search and AI-based validation to make the review as comprehensive as possible. The 183 publications meeting the inclusion criteria were reviewed to identify modified service quality gap models, determine their differences from the original model, and then group them in terms of sector applicability and theoretical contribution. Findings – Fourteen distinct service quality gap models were identified (for publications from 1987 to 2022). Parasuraman et\xa0al.’s (1985) model remains influential, despite repeated criticisms, with almost all (93%) of the 14 models still drawing from it. Most revisions have added new gaps and/or modified existing gaps so as to provide a more nuanced representation of current service environments. Accordingly, model complexity has tended to increase in terms of the number of gaps (between 3 and 14). In particular, employee perceptions and internal service quality have become more prominent in newer models, while technology-focused models have incorporated automated and digital service delivery as new challenges. Finally, regarding sector specificity, newer models have been most commonly adapted for technology, transportation and tourism. Research limitations/implications – Despite the comprehensive nature of this review, several limitations should be acknowledged. First, the search strategy, while methodical, was primarily focused on the WOS database, which may have resulted in the exclusion of relevant models published in sources not indexed in WOS. Although complementary methods such as reference tracking, visual search strategies and AI-based validation were employed to mitigate this limitation, it remains possible that some service quality gap models published in less accessible journals, conference proceedings or non-English literature were overlooked. Practical implications – First, the review’s categorization of service quality gap models enables organizations to select and/or adapt a model that is most relevant to their sector-specific challenges and business requirements. These include tourism and hospitality-related models (e.g. Lewis, 1987; Tsang and Qu, 2000; Lee et\xa0al., 2016); models for sectors with rapidly advancing technology (e.g. Kang and Bradley, 2002; Zhang et\xa0al., 2022); transport-related sectors like airlines, logistics and maritime companies (e.g. Frost and Kumar, 2000; Chen and Chang, 2005; Kahnali and Esmaeili, 2015); and healthcare (e.g. Lovelock and Wirtz, 2004). Second, the findings suggest that, through strategic choices of measuring systems, organizations should capture the employees’ as well as the customers’ perspectives. However, given that these models are becoming more complex, organizations will need to offset comprehensive measurements against feasibility. Third, given the expansion of digital services, organizations will have to take technology into account while evaluating service quality. By identifying such gaps, organizations will be better able to predict changes in customer expectations and offer their employees more relevant, focused service quality training initiatives. Social implications – First, service quality models are intended to make consumer experiences standard across sectors and enable customer expectations to be managed successfully through honesty and transparency in communication. Second, newer models increasingly focus on internal service quality, which indicates an acknowledgement that customer satisfaction cannot be achieved without first ensuring employee satisfaction. Third, newer models increasingly incorporate technological developments, which indicates a recognition of the need for equitable technological access to prevent digital divides. Finally, acknowledging the need to increase consumer trust in those sectors that have previously provided poor service experiences, newer models incorporate accountability mechanisms. These aim to improve customer experience by empowering consumers while interacting with service providers. Originality/value – This paper represents the first systematic effort to compile and analyze all revised service quality gap models developed over the past 4\xa0decades. While prior research has critiqued individual models or introduced alternative frameworks, no study has comprehensively examined and consolidated the full range of modifications to the original model across a 40-year span. By categorizing and evaluating the models, particularly regarding their sector-specific applicability, the present study’s findings can provide a useful resource for those, whether researchers or practitioners, investigating how service quality measurement frameworks are evolving to address specific sectors and be applicable to current business environments. © 2025 Emerald Publishing Limited', ""Engaging customers through satisfaction; does social media marketing and perceived innovativeness really matter? A\xa0time-lagged study in the hospitality industry. Purpose: The purpose of this study is to address the issue of customer engagement faced by the hospitality industry. By employing the Stimulus–Organism–Response (S-O-R) model and engagement theory, this study investigates the influence of social media marketing (SMM) and consumers' perceived innovativeness on customer engagement. Additionally, it explores the mediating role of customer satisfaction. Lastly, it examines the moderating effect of service convenience between customer satisfaction and customer engagement. Design/methodology/approach: This study is quantitative in nature. Data were collected through surveys using a three-wave time-lagged design from 564 consumers of various restaurants. Findings: The findings reveal that SMM did not directly impact customer engagement; however, it showed a full mediation through customer satisfaction. Perceived innovativeness showed a significant relationship with customer engagement both directly and indirectly. Service convenience also showed significant moderation. Practical implications: The study is useful for the hospitality managers and the restaurant industry as a whole in facilitating memorable customer experiences in order engage them for longer time periods. This study would also help give other firms in the service sector a direction to better engage with their customers. Originality/value: This study by investigating the unique framework produces the useful information for hospitality managers, policy makers and contributes to the body of knowledge from a developing country's perspective. Testification of S-O-R model and engagement theory are also significant theoretical contributions. © 2023, Emerald Publishing Limited."", 'A hybrid e-logistics service quality approach: modeling the evolution of B2C e-commerce. Purpose: This research paper aims to examine two hybrid models of logistics service quality (LSQ) and its influence on satisfaction, loyalty and future purchase intention in a business-to-consumer (B2C) e-commerce context. This study extends the literature for LSQ by incorporating the second-order assurance quality construct, which comprises personnel contact quality, order discrepancy handling and order returns, into one of the hybrid models. Design/methodology/approach: A survey-based approach is used to collect data. Participant responses to questions concerning multiple LSQ dimensions and behavioral perceptions from their most recent online shopping experience are measured using structural equation modeling. Findings: Findings highlight the importance of including a second-order construct assurance quality as a more explanatory model. Results illustrate that online ordering procedures and assurance quality impact customer satisfaction more than other prominent LSQ dimensions. Furthermore, the findings revealed a customer loyalty is a partial mediator between customer satisfaction and future purchase intention. This underscores the significance of improved logistics services as a competitive edge for e-commerce retailers. Research limitations/implications: Implications are limited to the e-commerce B2C domain. Practical implications: The findings of this study underscore critical LSQ dimensions that garner greater satisfaction and retention in the online shopping experience. The results indicate that the effective and efficient handling of the initial order and any order problem significantly influences customer satisfaction and reaps the long-term benefits of customer retention. Originality/value: The authors present and empirically test a hybrid model of LSQ in a B2C e-commerce domain that captures many of the important elements of the customer experience as espoused in the literature. © 2023, Emerald Publishing Limited.']"
0,224,0_ai_hospitality_intelligence_tourism,"['ai', 'hospitality', 'intelligence', 'tourism', 'artificial', 'artificial intelligence', 'customer', 'industry', 'smart', 'technologies']","['Has AI Revolutionised Customer Experience in the Tourism and Hospitality Industry? A Review of the Future Research Agenda. The advent of Artificial Intelligence (AI) has sparked a transformative revolution across numerous industries, and the tourism and hospitality sector is no exception. This paper delves into the profound impact of AI on customer experience within tourism and hospitality, aiming to elucidate the extent to which AI technologies have reshaped various facets of customer interactions, service delivery and overall satisfaction within this domain. This study seeks to uncover insights into how AI has revolutionised the customer journey in tourism and hospitality through an exhaustive review of existing literature encompassing peer-reviewed articles, conference papers, white papers and reports published between 2017 and 2024. In the authors’ quest of synthesising key findings, identifying emerging trends and highlighting challenges and opportunities, this review not only provides valuable insights for industry practitioners seeking to adapt to the AI-driven landscape but also serves as a roadmap for researchers and policymakers keen on understanding the implications of AI adoption within the tourism and hospitality industry. From personalised recommendations and AI-driven chatbots to predictive analytics and robotics, the study explores how AI technologies have redefined customer experiences, offering unpar- alleled innovation and efficiency optimisation opportunities. Through a critical examination of the existing literature, this review sets the stage for future research endeavours, identifying gaps in knowledge and proposing a comprehensive research agenda to further elucidate the transformative potential of AI in shaping the future of tourism and hospitality. © 2026 Esi Akyere Mensah, Aaron Yankholmes, Frank Badu-Baiden and Nii Longdon Sowah.', 'Economic impact of artificial intelligence (AI): Conceptualization of business value of AI and future agenda for tourism and hospitality research. This study investigates the business value of Artificial Intelligence (AI) within the tourism and hospitality industry. By analyzing existing research, we identify three key strategic roles for AI: automation, information provision, and transformation. AI applications, such as service robots, chatbots, and predictive analytics, can enhance operational efficiency, improve decision-making, and drive innovation across the industry. While research highlights the potential benefits of AI, including increased customer satisfaction, improved employee productivity, and enhanced competitive advantage, empirical evidence linking AI to concrete business outcomes remains limited. Future research should focus on (1) the transformation of business models and processes within hospitality organizations, (2) the evolving customer experience in an AI-powered environment, and (3) theory, scale, and framework development for AI research in the tourism and hospitality context. © The Author(s) 2026', 'AI-Driven Transformation of Tourism and Hospitality in Korea: Opportunities, Challenges, and Strategic Pathways. Artificial intelligence (AI) is reshaping tourism and hospitality globally, with South Korea at the forefront of these transformations. Recent advancements in AI technologies, such as generative AI, multimodal AI, intelligent automation, computer vision, agentic AI, and quantum AI, have significantly enhanced customer experiences, operational efficiency, personalization, and sustainability in the hospitality and tourism sectors. Despite these advancements, critical research gaps remain. Longitudinal studies on AI’s impact on long-term customer loyalty and satisfaction are scarce, raising questions about sustained customer engagement and the perceived loss of human touch. Additionally, there is a notable lack of cross-cultural research regarding how different cultural backgrounds influence acceptance and trust in AI-driven tourism and hospitality services. Economic analyses of AI’s net impact on employment and productivity within the tourism labor market are also limited. Ethical concerns, including potential unfairness in dynamic pricing, data privacy violations, and the marginalization of local businesses through AI recommendations, represent further underexplored areas. Moreover, the implications of AI for small and medium-sized enterprises (SMEs) and local communities remain insufficiently studied, particularly concerning adoption barriers, competitiveness, and community acceptance. To address these gaps, future research should employ diverse methodological approaches. Longitudinal and experimental studies are essential for tracking AI’s impacts over time, while qualitative and ethnographic research can provide deeper insights into human interactions with AI. Mixed-methods and interdisciplinary studies will enable comprehensive evaluations of AI’s effects, and scenario planning can help anticipate future developments. Policy analysis is critical for assessing governance frameworks, and design science or action research can actively create practical AI solutions. By addressing these research directions, scholars and practitioners can ensure that AI integration into hospitality and tourism is responsible, ethical, inclusive, and aligned with core industry values. © 2026 selection and editorial matter, Seok Kang, Wookjae Heo, Woo Hyoung Lee, Jangwoon Lee and Young B. Choi; individual chapters, the contributors.']"
1,109,1_robots_robot_service_service robots,"['robots', 'robot', 'service', 'service robots', 'human', 'robotic', 'customer', 'hospitality', 'study', 'customers']","['Human–robot interaction attributes at the restaurants: will it enhance revisit intentions?. Purpose – This study aims to investigate human–robot interactions (HRI) in hospitality, examining how perceived intelligence, social presence and social interactivity influence customer attitudes, trust, rapport and revisit intentions in robotic service restaurants. Design/methodology/approach – A purposive sampling method was used to explore customer perceptions of restaurant service robots. Data were collected via the Prolific platform through a structured questionnaire from 500 US restaurant customers. The study used partial least squares structural equation modeling to assess relationships between HRI attributes, trust, rapport and revisit intentions. Findings – Service robots significantly influence customer experiences and revisit intentions by fostering perceived intelligence, social presence and interactivity. Trust and rapport emerge as key determinants of service robot acceptance. Positive HRI increase the likelihood of customers returning, demonstrating that robots can enhance operational efficiency while maintaining the emotional engagement necessary for customer retention. Practical implications – Findings provide strategic insights for restaurant owners, managers and stakeholders integrating service robots. Enhancing social interaction and trust-building features can make robotic services more appealing. Restaurants should focus on advanced AI capabilities that personalize interactions, remember customer preferences and deliver emotionally engaging experiences. Originality/value – This study contributes to hospitality and tourism literature by providing empirical evidence on service robots’ role in shaping customer behavior. It expands social exchange theory and the technology acceptance model by incorporating trust, rapport and social interactivity into customer–robot interactions. The findings offer practical guidance for improving service efficiency while ensuring a humanized robotic dining experience that meets evolving customer expectations. © 2025 Emerald Publishing Limited', ""Interaction between hotel service robots and humans: A hotel-specific Service Robot Acceptance Model (sRAM). The growing implementation of robotics in hospitality and tourism requires broader research into customers' experience with service robots. This study explores human-robot interaction (HRI) in the context of tourists interacting with hotel service robots. The data, 7994 online TripAdvisor reviews of 74 hotels, were subjected to a content analysis based on the Service Robot Acceptance Model (sRAM) and its dimensions (functional, social-emotional and relational). A sentiment analysis was also carried out. The results identify the principal dimensions and variables involved in HRI and the feelings robots inspire in different types of travellers. Guests most often comment on the functional dimension. Robots' functions determine this experience and influence the interaction between robots and hotel guests. © 2020 Elsevier Ltd"", 'CAN A ROBOT SERVE YOU? THE ROLE OF CONSUMER AND ROBOT CHARACTERISTICS IN SHAPING ENGAGEMENT WITH A ROBOT BARTENDER. Aim/Purpose This paper examines how robot anthropomorphism, gender, and individual characteristics shape perceptions, attitudes, and intentions toward robot bartenders. Background The paper examines human–robot interaction in a bar setting by exploring factors that promote positive perceptions and interactions between consumers and robot bartenders. Methodology The study was conducted through an in loco survey administered during recreational events. A between-subjects design was employed. Participants (N = 192) completed an online questionnaire by scanning a QR code and evaluating a randomly assigned robot image. The robot stimuli varied in levels of anthropomorphism and gender, resulting in four different robot conditions. Two questionnaires were used: the need for affiliation, measured using the Interpersonal Orientation Scale (Hill, 1987), and participants’ perceptions of the robot, assessed with items adapted from T. Kim et al. (2023). Contribution The paper contributes to the Human-Robot Interaction literature by highlighting how individual differences and social context shape perceptions and acceptance of service robots in the hospitality sector. Findings The findings indicate that male participants reported greater optimism and a stronger intention to use robot bartenders compared to female participants. Anthropomorphic robots were perceived as more human-like; however, they also elicited higher levels of consumer resistance. Additionally, participants attending the event alone perceived the robots as more human-like than those in group settings. Finally, a positive correlation emerged between Need for Affiliation and resistance to interacting with robot bartenders, suggesting that individuals with stronger interpersonal orientation may be more reluctant to engage with robotic service providers. Recommendations Hospitality providers, robot designers, and service managers should consider for Practitioners both robot design features and customers’ psychological and social characteristics to enhance acceptance of robot bartenders. While aligning robot gender with societal service-role stereotypes may increase user comfort, this approach risks reinforcing biased expectations and raising ethical concerns. Therefore, moderately anthropomorphic or gender-neutral robots that emphasize functionality and relational appropriateness may be more suitable for bar settings. Practitioners are also encouraged to adopt flexible, hybrid human–robot service models that adapt to different social contexts and customer preferences, while ensuring ethical, inclusive, and user-centred design choices. Recommendations Researchers are encouraged to include individual and contextual variables in for Researchers studies on service robot acceptance and to adopt theoretical models that integrate human psychological factors with robot-related features. Impact on Society The study highlights the importance of designing human–robot interactions that account for individual, psychological, and social differences to foster comfortable, socially acceptable customer experiences. By promoting more inclusive and user-centred robot design, the findings support the responsible integration of service robots into public and recreational environments. Future Research Future research should examine how consumers’ emotional states, familiarity, and prior experience shape acceptance, trust, and interactions with service robots. Further studies are needed on psychological evaluation processes, robot gender attribution, and the balance between human-like and machine-like features. Longitudinal and multi-user interaction studies would also help clarify group dynamics and sustained engagement in hospitality settings. © 2026 Informing Science Institute. All rights reserved.']"
2,87,2_sentiment_reviews_analysis_sentiment analysis,"['sentiment', 'reviews', 'analysis', 'sentiment analysis', 'customer', 'learning', 'hotel', 'data', 'based', 'online']","['Sentiment Analysis of Hotel Reviews Using Lexicon-Based Methods: A Comparative Study of VADER and TextBlob. Sentiment analysis is crucial for understanding customer opinions and feedback. In this study, we compare the performance of two popular lexicon-based sentiment analysis tools: VADER (Valence Aware Dictionary and Sentiment Reasoner) and TextBlob. Our focus is on hotel reviews, a domain where accurate sentiment analysis is essential for businesses to enhance customer experiences. The main purpose of this study is to explore the potential of utilizing Social Big Data and text mining techniques to benefit stakeholders in the tourism and hospitality industry. We examine the impact of lexicon-based sentiment analysis approaches using VADER and TextBlob. Additionally, we investigate the performance of these tools across different hotel customer reviews. We begin by introducing VADER and TextBlob, highlighting their underlying methodologies and strengths. Next, we collect a dataset of hotel reviews from online platforms. After pre-processing the text data, we apply both tools to analyze sentiment polarity in the reviews. Our comparative evaluation involves metrics such as precision, recall, and f1-score. Preliminary results indicate that VADER demonstrates more consistent and reliable performance across different thresholds. It maintains high precision, recall, and accuracy, making it a more stable model for sentiment analysis. While TextBlob performs well at lower thresholds, its performance deteriorates at higher thresholds, particularly in terms of recall and accuracy. We discuss the implications of these findings for businesses seeking reliable sentiment analysis solutions. In conclusion, the VADER and TextBlob features discovered in this study provide valuable insights for sentiment analysis practitioners in the hospitality industry. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.', ""Sentiment Analysis of Hotel Customers' Feedback in Bangla Using Machine Learning. In the rapidly expanding internet era, customers or tourists can easily find information about hotels. The growth of the hospitality industry in Bangladesh has led to a rise in the number of online hotel reviews. In this respect, it becomes a concern to understand the customer experience and review the quality level of hotels relying on their services. Sentiment analysis is one of the intimate extents of text mining, where digital text-based consumer responses or emotions are reviewed using machine learning methods. The purpose of this study is to construct a benchmark dataset of hotel customers' feedback in Bangla and preprocess the data for sentiment analysis using natural language processing techniques. In accordance with this, it has proposed a machine learning method to accomplish sentiment analysis on Bangla text-based hotel reviews. It has been employed a set of machine learning algorithms like Decision Tree (DT), Random Forest (RF), Support Vector Machines (SVM), and Naive Bayes (NB) to explore the accuracy of Bangla text data regarding customer feedback. These algorithms classify the reviews as positive, negative, or neutral. This study performs these algorithms and finds the consequences of machine learning models in terms of accuracy. However, the proposed analysis from these algorithms shows that RF provides the highest accuracy of 83% for sentiment analysis tasks. These findings suggest that combining machine learning techniques can be an effective way to analyze Bangla text-based hotel customers' feedback and provide valuable insights for the hospitality industry in Bangladesh. © 2025 IEEE."", 'NOVEL FINE-TUNED BIDIRECTIONAL GRU AND FASTTEXT EMBEDDINGS FOR LOCATION-BASED SENTIMENT ANALYSIS AND PREDICTIONS. Aim/Purpose The need for this paper stems from the challenge of efficiently analyzing large volumes of customer reviews in the hotel industry, which is growing and complex due to the widespread use of digital platforms. With consumers increasingly sharing feedback across various social media applications, manual processing becomes impractical, necessitating machine learning algorithms for accurate sentiment analysis and prediction. Background This paper addresses the problem by applying machine learning algorithms, specifically fine-tuned bidirectional GRU with FastText embedding, to perform location-based sentiment analysis and prediction of customer reviews in the hotel industry, providing an efficient solution to process large-scale unstructured data and extract valuable insights for improving customer experience. Methodology This study employs machine learning techniques, including Random Forest (RF), Support Vector Machine (SVM), Bidirectional Long-Short Term Memory (BiLSTM), and Bidirectional Gated Recurrent Unit (GRU), to perform sentiment analysis on customer reviews in the hotel industry. The paper focuses on using a fine-tuned bidirectional GRU model with FastText embedding for location-based sentiment analysis and prediction. The research sample consists of a large dataset of customer reviews, which are processed and analyzed to predict sentiment and evaluate model performance, achieving an overall score of 84.31%. Contribution This paper contributes to the body of knowledge by demonstrating the effective application of advanced machine learning algorithms, particularly a fine-tuned bidirectional GRU with FastText embedding, for sentiment analysis in the hotel industry. It offers a unique approach to location-based sentiment analysis, allowing for a deeper understanding of regional variations in customer perceptions. The study also provides insights into the comparative effectiveness of different machine learning models for sentiment classification and prediction by comparing multiple algorithms. This work enhances the existing methodologies for processing large-scale, unstructured data and highlights the potential of sentiment analysis to drive data-informed strategies in customer-centric industries. Findings The study found that the fine-tuned bidirectional GRU model with FastText embedding achieved an accuracy of 84.31%, outperforming other algorithms in sentiment classification. It highlighted the effectiveness of location-based sentiment analysis for understanding regional variations in customer perceptions. The approach also demonstrated strong predictive capabilities, aiding data-driven decision-making in the hospitality sector. Impact on Society The findings of this paper have significant implications for industries, particularly in the hospitality sector, as they provide an effective method for analysing customer sentiment at a granular level. The ability to assess customer opinions through sentiment analysis can help businesses improve customer service, tailor their offerings to meet customer needs, and enhance the overall customer experience. Additionally, location-based sentiment analysis can enable businesses to understand regional differences, allowing for more personalized marketing strategies and better resource allocation. Future Research Future research could focus on improving the accuracy and efficiency of sentiment analysis models by incorporating more advanced deep learning techniques and larger, more diverse datasets. Exploring the application of sentiment analysis in other sectors, such as healthcare, education, and finance, could provide broader insights into customer perception. Additionally, integrating sentiment analysis with other data sources, such as social media and customer feedback, may lead to more comprehensive and real-time prediction models. Further directions include multilingual sentiment analysis, the use of transformer-based models, and deployment in resource-constrained environments. © 2025 Informing Science Institute. All rights reserved.']"
3,79,3_brand_customer_csr_customers,"['brand', 'customer', 'csr', 'customers', 'study', 'value', 'creation', 'loyalty', 'engagement', 'hospitality']","['The impact of corporate social responsibility on customer loyalty in hospitality business. This quantitative study addresses the Corporate Social Responsibility (CSR) concept and strategies in the hotel industry. It explores a business’s sustainability and ethical impact on the brand relationships with hotel guests. The present research aims to empirically evaluate the presence and degree of hotel’s CSR perception by customers and its influence on customer loyalty in the hospitality business, both directly and indirectly. For the latter, this study examines the impact of CSR on customer loyalty mediated by customer experience, customer satisfaction, customer happiness and customer trust in the hotel brand. Research data was collected using an online survey that scoped active users of travel-related social media groups in a European country. This study has employed the PLS-SEM method to analyse complex multivariate data from the completed online survey. The completed research has determined the direct CSR and indirect effects on customer loyalty via customer satisfaction and customer happiness. Meanwhile, this study has not found evidence of customer experience and customer trust influence on loyalty to the hotel brand as mediators of CSR. The findings stemming from this study improve comprehension of customer loyalty drivers in the hotel sector and build evidence for the benefits of CSR concept implementation through management strategies for the hotel. © The Author(s), under exclusive licence to Springer Nature B.V. 2023.', 'The impact of brand identification, brand image, and brand love on brand loyalty: the mediating role of customer value co-creation in hotel customer experience. Amid intensifying competition from both traditional hotels and alternative lodging platforms such as Airbnb, building emotional customer–brand connections has become vital in the hospitality industry. This study investigates how hotel brand identity and brand image influence brand love and, subsequently, brand loyalty, with customer value cocreation behaviors as mediating factors. Drawing on social identity theory and social behavior theory, the model incorporates both engagement and citizenship behaviors to explore their respective impacts. Using purposive sampling, a structured questionnaire was administered in Taiwan and yielded 586 valid responses. Structural equation modeling (SEM) confirmed that brand image had a stronger effect on brand love than brand identity. Among the tested behaviors, information searching and advocacy demonstrated significant mediating effects between brand love and loyalty, underscoring their pivotal role in loyalty development. Other behaviors showed limited or nonsignificant influence. The findings emphasize the importance of emotionally driven and proactive cocreation behaviors in hospitality branding, particularly within the context of Taiwan’s digital service transformation. The study offers theoretical contributions to emotional branding and cocreation literature, and provides practical guidance for hospitality managers seeking to foster loyalty through targeted behavioral engagement. Copyright © 2025 Wu.', 'Corporate social responsibility and brand love: attractiveness and authenticity. Purpose – This study, drawing on the attribution, attachment, and regret theories, examined the predictors of brand love. It also aimed to assess the mediating role of brand authenticity dimensions, i.e. brand continuity, brand credibility and brand naturalness, on the relationship between customer perception of hotel corporate social responsibility (CSR) initiatives and brand love. The moderating role of alternative attractiveness was also evaluated in relation to customer perception of hotel CSR initiatives and brand authenticity dimensions. Design/methodology/approach – The authors surveyed customers from hotels in different cities in Pakistan. To test the theoretical framework, partial least square-based structural equation modeling was used. Findings – The results confirm customer perception of hotel CSR initiatives as a predictor of brand love. The partial mediating role of brand naturalness and brand credibility was found between customer perception of hotel CSR initiatives and brand love, and no mediation of brand continuity was found. Alternative attractiveness negatively moderated the link between customer perception of hotel CSR initiatives, brand credibility and brand naturalness. However, alternative attractiveness did not moderate the relationship between customer perception of hotel CSR initiatives and brand continuity. Practical implications – Hospitality practitioners can enhance brand love by strategically communicating CSR initiatives to customers, prioritizing brand credibility and brand naturalness and considering the role of attractive alternatives. This knowledge empowers practitioners to make informed decisions that can significantly impact their brand’s success. Originality/value – This is the first study to explore the moderating role of alternative attractiveness on the relationship between customer perception of hotel CSR initiatives and brand authenticity dimensions. Equally, it is the first to investigate the mediating role of brand authenticity dimensions on the relationship between customer perception of hotel CSR initiatives and brand love. © 2025 Emerald Publishing Limited']"
4,56,4_metaverse_virtual_ar_tourism,"['metaverse', 'virtual', 'ar', 'tourism', 'reality', 'vr', 'hospitality', 'research', 'immersive', 'experience']","['Metaverse customer journeys in tourism: building viable virtual worlds. Purpose: This study aims to examine the use of the metaverse in tourism and hospitality to comprehend better how the technology might shape customer journey management, especially relative to information provision, experiences and customer benefits. Design/methodology/approach: This explanatory research used a two-stage approach of media analysis and practitioner interviews to analyse the interactions among tourism information provision, customer experiences and customer benefits in the metaverse. It conceptualized and mapped the consumer journey of the emerging metaverse experience, focusing on the ideas and practices of metaverse design pioneers in tourism and hospitality. Findings: Based on the media analysis and interviews with 27 designers, the metaverse – information – experiences – benefits (MIEB) model was proposed, containing three parts (information characteristics, customer experiences and customer benefits) and 31 supporting items grouped into nine components. Originality/value: One of the unique contributions of this research is the MIEB model for applying the metaverse in customer journey management (pre-, during- and post-trip). The findings contribute to the current literature with this model based on the practical perspectives of metaverse designers and provide insights on how to incorporate the MIEB model in applying the metaverse in tourism and hospitality management. The findings also address existing literature gaps of insufficient research on metaverse management and design through all stages of the customer travel journey and by paying attention to stakeholders’ viewpoints, including the media and designers of metaverse applications. Engaging in semi-structured interviews with pioneers of the metaverse to gain insights into the design of tourism experiences was also different from other metaverse tourism research, although this is not claimed as a significant point of innovation. © 2023, Emerald Publishing Limited.', 'Metaverse as a driver for customer experience and value co-creation: implications for hospitality and tourism management and marketing. Purpose: Metaverse blends the physical and virtual worlds, revolutionizing how hospitality customers and hospitality organizations facilitate the co-creation of transformational experiences and values. This paper aims to explore the opportunities and challenges that Metaverse introduces for hospitality and tourism management and marketing as part of the customer experience and value co-creation process. This paper also discusses how the advent and development of Metaverse can potentially transform hospitality customer experience and value co-creation. Design/methodology/approach: A comprehensive literature review was undertaken to explore conceptual developments on Metaverse and best practice examples from around the world. Findings: Metaverse not only opens many exciting opportunities for hospitality and tourism but also poses some great challenges. Hospitality and tourism organizations need to use the Metaverse strategically to customize and co-create hybrid virtual and physical experiences, allowing consumers to engage with them and also with other customers before, during and after their visit. A range of research opportunities also emerge for the adoption and operationalization of Metaverse. Research limitations/implications: This paper critically analyzes the early applications of Metaverse in hospitality and tourism as well as promotes future solutions for hospitality and tourism management and marketing. The conceptual model in this study can help different stakeholders better understand the flow, logic and potential of Metaverse in the hospitality and tourism industry. Originality/value: The paper defines and conceptualizes the potential of Metaverse in hospitality customer experience and value co-creation. Besides putting forward a research agenda for further exploiting the full potential for both hospitality customers and hospitality organizations, this paper elucidates the impacts of Metaverse on hospitality management, rooted in the previous literature in value co-creation and technology-enhanced experience. © 2022, Emerald Publishing Limited.', 'Role of Metaverse in Future of Tourism, Hospitality, and Events: Insights From Bibliometric Review. The metaverse, also known as virtual spaces, is expected to disrupt consumption patterns in tourism, hospitality, and events by transferring certain user experiences to a virtual reality. Academic research is required to better comprehend virtual worlds and the ramifications of their usage for the tourism and hospitality sectors. This viewpoint presents a preliminary study agenda for virtual places. The objective of this study is to define the role of the metaverse in tourism and to give a perspective and future research on the metaverse’s role in tourism in terms of its potential for sustainable tourism. This viewpoint bases its arguments on academic and grey literature on the developing issue of the metaverse in the tourism industries. This point of view presents a preliminary study agenda for metaverse and tourism. Based on Scopus, Google Scholar, UNWTO statistics, Google Trends data, and prior research such as human-computer interactions, metaverse, and cognitive studies, this study evaluated the potential of the metaverse for sustainable tourism. A bibliometric analysis using the VosViewer software will be conducted to find out the role of metaverse in tourism. The bibliometric analysis will be conducted to find out the countries, and organizations, which are significantly contributing to tourism using the metaverse. Further, a cluster analysis will also be conducted to highlight the significant contribution of the metaverse in the tourism industry. According to the findings of this study, metaverse goods and experiences might help to broaden the diversity of tourist resources and encourage sustainable tourism by providing alternative and lucrative resources. Creating licensed and lucrative metaverse tourism goods and experiences might boost tourist destination profitability and should be created in compliance with the UNWTO Sustainable Development Goals. Utilizing metaverse tourism goods and experiences to achieve the Sustainable Development Goals is a novel strategy. To assess the success of this technique, data from more empirical research and case studies must be analyzed. To the best of the authors’ knowledge, this study is the first to attempt to define metaverse tourism in the context of tourism and hospitality, as well as evaluate its potential for the UNWTO’s Sustainable Development Goals (SDGs). The findings of this work may be valuable in launching more research and conversations about future metaverse tourism and sustainable tourism. The results of this study are based on the analysis of existing literature available on quality indexes. Furthermore, an in-depth qualitative study can be conducted on the consumers of the tourism industry. Future studies should consider the response of consumers about the role and requirements of a metaverse in the tourism industry. © 2025 selection and editorial matter, Marco Valeri and Ahmad Albattat; individual chapters, the contributors.']"
