doc_id,ipc_code,ipc_main,ipc_class
489,G06V10/764,G06V,G06
489,G06V10/774,G06V,G06
489,G06V10/82,G06V,G06
490,G06F18/20,G06F,G06
490,G06Q10/087,G06Q,G06
490,G06Q30/0201,G06Q,G06
490,G06Q30/0601,G06Q,G06
491,G06F16/3329,G06F,G06
491,G06F16/35,G06F,G06
491,G06N3/006,G06N,G06
492,G06F16/9535,G06F,G06
492,G06F16/9538,G06F,G06
492,G06Q30/0601,G06Q,G06
493,G06F18/23213,G06F,G06
493,G06F18/27,G06F,G06
493,G06N5/01,G06N,G06
493,G06Q10/047,G06Q,G06
493,G06Q10/083,G06Q,G06
493,G06Q10/0831,G06Q,G06
493,G06Q10/0835,G06Q,G06
493,G06Q30/0601,G06Q,G06
494,G06F16/951,G06F,G06
494,G06F40/35,G06F,G06
494,G06Q30/02,G06Q,G06
494,G06Q30/06,G06Q,G06
494,G06Q50/10,G06Q,G06
494,G06Q50/20,G06Q,G06
494,G06Q50/50,G06Q,G06
495,G06F16/958,G06F,G06
495,G06N20/00,G06N,G06
495,G06Q30/06,G06Q,G06
495,G06T11/60,G06T,G06
496,G06F8/61,G06F,G06
496,G06Q30/0601,G06Q,G06
496,G06F3/0481,G06F,G06
496,H04L67/12,H04L,H04
496,H04W8/00,H04W,H04
496,G16Y40/35,G16Y,G16
497,G06Q30/0601,G06Q,G06
497,G06T11/00,G06T,G06
497,G06V10/764,G06V,G06
498,G06F21/57,G06F,G06
498,G06F21/60,G06F,G06
498,G06N20/00,G06N,G06
499,G06F3/0482,G06F,G06
499,G06Q30/0601,G06Q,G06
500,G06T13/40,G06T,G06
500,G06T15/04,G06T,G06
501,G06F16/951,G06F,G06
501,G06F16/9535,G06F,G06
502,G01S19/14,G01S,G01
502,G06N20/00,G06N,G06
502,G06Q30/06,G06Q,G06
502,G06Q50/10,G06Q,G06
503,G06Q30/0201,G06Q,G06
503,G06Q30/0202,G06Q,G06
504,G06F16/18,G06F,G06
504,G06F18/22,G06F,G06
504,G06Q30/0601,G06Q,G06
505,G01G19/00,G01G,G01
505,G06K7/10,G06K,G06
505,G06K7/14,G06K,G06
505,G06N20/00,G06N,G06
505,G06Q10/087,G06Q,G06
505,G06Q10/20,G06Q,G06
505,G06Q30/016,G06Q,G06
505,G06Q30/018,G06Q,G06
505,G06Q30/0202,G06Q,G06
505,G06Q30/0601,G06Q,G06
505,G06Q30/0645,G06Q,G06
505,G06Q50/00,G06Q,G06
505,G06V20/00,G06V,G06
505,G06V30/10,G06V,G06
506,G06F16/9035,G06F,G06
506,G06F40/40,G06F,G06
506,G06F9/445,G06F,G06
506,G06Q10/0639,G06Q,G06
506,H04L67/1001,H04L,H04
507,G06F8/30,G06F,G06
507,G06N3/02,G06N,G06
507,G06N5/043,G06N,G06
508,G06N3/045,G06N,G06
508,G06N3/08,G06N,G06
508,G06T11/00,G06T,G06
508,G06T3/4053,G06T,G06
509,G10L19/022,G10L,G10
509,G10L19/16,G10L,G10
509,G10L21/007,G10L,G10
509,G10L25/06,G10L,G10
509,G10L25/48,G10L,G10
510,G06F21/62,G06F,G06
510,H04L45/00,H04L,H04
511,G06F21/10,G06F,G06
511,G06F21/16,G06F,G06
512,G06F16/951,G06F,G06
512,G06F18/214,G06F,G06
512,G06N3/0442,G06N,G06
512,G06N3/045,G06N,G06
512,G06N3/084,G06N,G06
512,G06N3/0985,G06N,G06
512,G06Q10/04,G06Q,G06
512,G06Q30/0202,G06Q,G06
512,G06Q50/02,G06Q,G06
512,G16Y10/05,G16Y,G16
512,G16Y20/10,G16Y,G16
512,G16Y40/10,G16Y,G16
512,G16Y40/20,G16Y,G16
512,H04L67/12,H04L,H04
512,G06F123/02,G06F,G06
513,G06Q30/0601,G06Q,G06
513,G06T11/00,G06T,G06
514,G06F16/35,G06F,G06
514,G06F18/22,G06F,G06
514,G06F21/60,G06F,G06
514,G06F21/62,G06F,G06
515,G06F16/3329,G06F,G06
515,G06F16/334,G06F,G06
515,G06N5/04,G06N,G06
516,G01N33/48,G01N,G01
516,G06Q30/02,G06Q,G06
516,G06Q30/06,G06Q,G06
516,G06V40/20,G06V,G06
516,G16H10/20,G16H,G16
516,G16H10/60,G16H,G16
516,G16H40/20,G16H,G16
516,G16H50/20,G16H,G16
516,G16H70/00,G16H,G16
516,G16H80/00,G16H,G16
517,G06F3/0487,G06F,G06
518,G06N3/042,G06N,G06
518,G06N3/0455,G06N,G06
518,G06N3/048,G06N,G06
518,G06N3/08,G06N,G06
518,G06N3/084,G06N,G06
518,G06Q30/0202,G06Q,G06
518,G06Q30/0203,G06Q,G06
518,G06Q30/0601,G06Q,G06
518,G06Q50/02,G06Q,G06
519,H04N21/2187,H04N,H04
520,G06F18/27,G06F,G06
520,G06N20/00,G06N,G06
520,G06N3/0499,G06N,G06
520,G06N3/09,G06N,G06
520,G06Q10/0631,G06Q,G06
520,G06Q10/087,G06Q,G06
521,G06F18/10,G06F,G06
521,G06F18/213,G06F,G06
521,G06F18/22,G06F,G06
521,G06F18/24,G06F,G06
521,G06F18/25,G06F,G06
521,G06F21/31,G06F,G06
521,G06N20/00,G06N,G06
521,G06N3/0455,G06N,G06
521,G06N3/08,G06N,G06
521,G06Q30/0601,G06Q,G06
522,G06F16/3329,G06F,G06
522,G06F16/34,G06F,G06
522,G06F16/35,G06F,G06
522,G06F16/55,G06F,G06
522,G06F16/583,G06F,G06
522,G06F16/75,G06F,G06
522,G06F16/783,G06F,G06
523,G06F16/9536,G06F,G06
523,G06F18/232,G06F,G06
523,G06N3/084,G06N,G06
523,G06Q30/01,G06Q,G06
523,G06Q30/0601,G06Q,G06
523,G06Q40/00,G06Q,G06
524,G06F11/34,G06F,G06
524,G06F16/2458,G06F,G06
524,G06F16/26,G06F,G06
524,G06F16/904,G06F,G06
524,G06Q30/02,G06Q,G06
525,H04N21/2187,H04N,H04
525,H04N21/235,H04N,H04
525,H04N21/25,H04N,H04
525,H04N21/431,H04N,H04
525,H04N21/466,H04N,H04
525,H04N21/488,H04N,H04
525,H04N21/81,H04N,H04
526,G06F16/3349,G06F,G06
526,G06F16/338,G06F,G06
526,G06N20/00,G06N,G06
527,G06F40/00,G06F,G06
528,G06F40/205,G06F,G06
528,G06F40/295,G06F,G06
528,G06Q20/12,G06Q,G06
528,G06Q30/0207,G06Q,G06
528,G06Q30/0601,G06Q,G06
529,G06Q30/0201,G06Q,G06
530,G06N3/045,G06N,G06
530,G06N3/0475,G06N,G06
530,G06N3/096,G06N,G06
531,G06N3/08,G06N,G06
531,G06Q30/0201,G06Q,G06
531,G06Q30/0202,G06Q,G06
532,G06F3/16,G06F,G06
532,G06Q30/0601,G06Q,G06
532,G06Q30/00,G06Q,G06
533,G06F3/16,G06F,G06
533,G06Q30/0601,G06Q,G06
534,G06F16/735,G06F,G06
534,G06F16/78,G06F,G06
534,H04N21/2187,H04N,H04
534,H04N21/431,H04N,H04
534,H04N21/435,H04N,H04
534,H04N21/4788,H04N,H04
535,G06F18/23,G06F,G06
535,G06Q10/0631,G06Q,G06
535,G06Q10/083,G06Q,G06
535,G06Q30/0601,G06Q,G06
536,G10L15/06,G10L,G10
536,G10L15/16,G10L,G10
536,G10L15/18,G10L,G10
536,G10L15/22,G10L,G10
537,G06Q50/10,G06Q,G06
538,G06Q30/06,G06Q,G06
539,G06N3/04,G06N,G06
539,G06Q30/02,G06Q,G06
539,G06Q30/06,G06Q,G06
540,G06Q30/0601,G06Q,G06
540,G06Q30/0645,G06Q,G06
541,G06Q30/0601,G06Q,G06
542,G06F16/3329,G06F,G06
542,G06F16/334,G06F,G06
542,G06F16/35,G06F,G06
542,G06F16/9535,G06F,G06
542,G06N3/08,G06N,G06
543,G06F16/9535,G06F,G06
543,G06Q30/0601,G06Q,G06
544,G06F16/9535,G06F,G06
544,G06F30/27,G06F,G06
544,G06Q30/0201,G06Q,G06
545,G06F16/9535,G06F,G06
545,G06F18/214,G06F,G06
545,G06N3/042,G06N,G06
545,G06N3/045,G06N,G06
545,G06N3/08,G06N,G06
545,G06Q30/0601,G06Q,G06
546,G06F18/15,G06F,G06
546,G06F18/211,G06F,G06
546,G06F18/214,G06F,G06
546,G06F18/241,G06F,G06
547,G06F16/334,G06F,G06
547,G06F16/35,G06F,G06
547,G06F40/30,G06F,G06
547,G06N3/0455,G06N,G06
547,G06N5/04,G06N,G06
548,G06F16/9535,G06F,G06
548,G06F18/22,G06F,G06
548,G06F21/32,G06F,G06
548,G06N5/01,G06N,G06
548,G06Q30/0601,G06Q,G06
548,G06Q40/03,G06Q,G06
549,G06F18/10,G06F,G06
549,G06F18/214,G06F,G06
549,G06F18/2431,G06F,G06
549,G06F18/25,G06F,G06
549,G06N3/0442,G06N,G06
549,G06N3/0464,G06N,G06
549,G06N3/092,G06N,G06
550,G06N20/00,G06N,G06
550,G06Q50/10,G06Q,G06
550,G16H10/60,G16H,G16
550,G16H20/10,G16H,G16
550,G16H20/60,G16H,G16
550,G16H40/20,G16H,G16
550,G16H50/30,G16H,G16
550,G16H50/70,G16H,G16
551,G06Q30/015,G06Q,G06
551,G06Q30/0601,G06Q,G06
552,G06Q10/20,G06Q,G06
552,G06Q30/0601,G06Q,G06
553,G06F16/9535,G06F,G06
553,G06F16/958,G06F,G06
553,G06F18/22,G06F,G06
553,G06F40/284,G06F,G06
553,G06N3/0464,G06N,G06
553,G06Q30/0601,G06Q,G06
553,H04L67/55,H04L,H04
554,G06F21/10,G06F,G06
554,G06N3/0475,G06N,G06
554,G06Q30/02,G06Q,G06
554,G06Q50/00,G06Q,G06
554,G06Q50/10,G06Q,G06
555,G01C21/20,G01C,G01
555,G01D21/02,G01D,G01
555,G06F18/10,G06F,G06
555,G06F18/23,G06F,G06
555,G06Q10/047,G06Q,G06
555,G06Q10/0631,G06Q,G06
555,G06Q10/083,G06Q,G06
556,G06F16/9535,G06F,G06
556,G06Q30/0601,G06Q,G06
557,G06F18/10,G06F,G06
557,G06F18/214,G06F,G06
557,G06F18/2433,G06F,G06
557,G06Q30/0201,G06Q,G06
557,G06Q30/0202,G06Q,G06
557,G06Q30/0207,G06Q,G06
557,G06Q30/0282,G06Q,G06
557,G06Q30/0601,G06Q,G06
558,G06F21/62,G06F,G06
558,G06F9/451,G06F,G06
558,G06Q30/0601,G06Q,G06
559,G06Q10/10,G06Q,G06
559,G06Q30/01,G06Q,G06
560,G05D1/20,G05D,G05
561,G06N3/0455,G06N,G06
561,G06T7/70,G06T,G06
561,G06V10/82,G06V,G06
561,G06V20/40,G06V,G06
561,G06V40/20,G06V,G06
562,G06F16/951,G06F,G06
562,G06F40/205,G06F,G06
562,G06Q30/0201,G06Q,G06
563,G06F18/10,G06F,G06
563,G06F18/21,G06F,G06
563,G06F18/243,G06F,G06
563,G06N3/044,G06N,G06
563,G06N3/0442,G06N,G06
563,G06N3/045,G06N,G06
563,G06Q30/0601,G06Q,G06
564,G06F16/951,G06F,G06
564,G06N20/00,G06N,G06
564,G06Q30/0201,G06Q,G06
564,G06Q30/0202,G06Q,G06
564,G06Q30/0241,G06Q,G06
564,G06Q30/0242,G06Q,G06
564,G06Q30/0251,G06Q,G06
564,G06Q30/0601,G06Q,G06
565,G06F21/62,G06F,G06
565,G06F9/451,G06F,G06
565,G06Q30/0601,G06Q,G06
566,G06F40/30,G06F,G06
566,G06N3/0442,G06N,G06
566,G06N3/0464,G06N,G06
566,G06N3/08,G06N,G06
566,G06N5/04,G06N,G06
566,G06Q30/0601,G06Q,G06
567,G06F16/9536,G06F,G06
567,G06F18/10,G06F,G06
567,G06F18/213,G06F,G06
567,G06F18/23213,G06F,G06
567,G06F18/2431,G06F,G06
567,G06Q30/0201,G06Q,G06
567,G06Q30/0601,G06Q,G06
568,G06F16/9535,G06F,G06
568,G06F16/9536,G06F,G06
568,G06F21/62,G06F,G06
568,G06Q30/0201,G06Q,G06
568,G06Q30/0601,G06Q,G06
569,G06F40/284,G06F,G06
569,G06F40/30,G06F,G06
569,G06N5/04,G06N,G06
569,G06Q30/0282,G06Q,G06
570,G06F16/951,G06F,G06
571,G06F18/213,G06F,G06
571,G06F21/30,G06F,G06
571,G06F21/31,G06F,G06
571,G06F40/00,G06F,G06
571,G06N3/02,G06N,G06
571,G06N3/08,G06N,G06
571,G06V30/32,G06V,G06
571,H04L9/32,H04L,H04
571,H04L9/40,H04L,H04
571,H04W12/06,H04W,H04
572,G06F21/30,G06F,G06
572,G06F21/31,G06F,G06
572,G06F40/00,G06F,G06
572,G06N3/02,G06N,G06
572,G06N3/08,G06N,G06
572,H04L9/32,H04L,H04
572,H04L9/40,H04L,H04
572,H04W12/06,H04W,H04
573,G06F16/332,G06F,G06
573,G06F40/30,G06F,G06
573,G06Q10/02,G06Q,G06
573,G06Q30/0601,G06Q,G06
573,H04L51/02,H04L,H04
574,G06F16/35,G06F,G06
574,G06F16/951,G06F,G06
574,G06N3/045,G06N,G06
574,G06N3/08,G06N,G06
574,G06Q10/0639,G06Q,G06
574,G06Q30/0601,G06Q,G06
574,G06Q50/18,G06Q,G06
575,H04N21/2187,H04N,H04
575,H04N21/466,H04N,H04
575,H04N21/478,H04N,H04
576,G06F16/958,G06F,G06
576,G06F3/04817,G06F,G06
576,G06N3/08,G06N,G06
576,G06Q30/06,G06Q,G06
576,G06T11/60,G06T,G06
577,G06F16/903,G06F,G06
577,G06F16/9032,G06F,G06
577,G06F16/9035,G06F,G06
577,G06F16/9038,G06F,G06
577,G06F18/22,G06F,G06
577,G06F40/20,G06F,G06
577,G06N5/022,G06N,G06
577,G06Q50/00,G06Q,G06
578,G06Q10/08,G06Q,G06
578,G06Q20/20,G06Q,G06
578,G06Q30/02,G06Q,G06
578,G06Q30/06,G06Q,G06
578,G06Q50/50,G06Q,G06
578,H04L51/02,H04L,H04
579,G06F18/214,G06F,G06
579,G06F18/24,G06F,G06
579,G06N20/00,G06N,G06
579,G06Q10/0639,G06Q,G06
580,G06F18/10,G06F,G06
580,G06F18/15,G06F,G06
580,G06F18/21,G06F,G06
580,G06F18/213,G06F,G06
580,G06F18/2135,G06F,G06
580,G06F18/214,G06F,G06
580,G06F21/60,G06F,G06
580,G06F21/62,G06F,G06
580,G06N20/00,G06N,G06
581,G06F3/0482,G06F,G06
581,G06F3/0484,G06F,G06
581,G06Q30/0601,G06Q,G06
582,G06F21/10,G06F,G06
582,G06Q10/10,G06Q,G06
582,G06Q20/06,G06Q,G06
582,G06Q20/36,G06Q,G06
582,G06Q30/06,G06Q,G06
582,G06Q50/18,G06Q,G06
583,G06F3/0481,G06F,G06
583,G06F3/04842,G06F,G06
583,G06F3/04883,G06F,G06
583,G06Q30/0601,G06Q,G06
584,G06F16/9035,G06F,G06
584,G06Q30/0601,G06Q,G06
585,G06Q40/08,G06Q,G06
585,G06T7/00,G06T,G06
585,G16H10/60,G16H,G16
585,G16H30/40,G16H,G16
586,G06F18/23,G06F,G06
586,G06N5/01,G06N,G06
586,G06Q10/04,G06Q,G06
586,G06Q10/0639,G06Q,G06
586,G06Q30/0601,G06Q,G06
587,G06F18/213,G06F,G06
587,G06F18/214,G06F,G06
587,G06F9/48,G06F,G06
587,G06F9/50,G06F,G06
587,G06N20/00,G06N,G06
587,G06N3/044,G06N,G06
587,G06N3/0442,G06N,G06
587,G06N3/092,G06N,G06
587,H04L67/1008,H04L,H04
587,H04L67/1029,H04L,H04
587,H04L67/104,H04L,H04
587,H04L67/12,H04L,H04
587,H04L67/61,H04L,H04
587,H04L67/62,H04L,H04
588,G06Q10/0633,G06Q,G06
588,G06Q30/0241,G06Q,G06
589,G06Q30/0601,G06Q,G06
589,H04L67/1396,H04L,H04
589,H04L67/306,H04L,H04
589,H04L67/50,H04L,H04
589,H04L67/55,H04L,H04
590,G06F21/10,G06F,G06
590,G06Q30/02,G06Q,G06
590,G06Q30/06,G06Q,G06
590,G06Q50/10,G06Q,G06
591,G06F16/9535,G06F,G06
591,G06F16/9537,G06F,G06
591,G06Q30/0601,G06Q,G06
592,G06F40/40,G06F,G06
592,G06Q30/0251,G06Q,G06
592,H04L51/21,H04L,H04
592,H04L67/306,H04L,H04
592,H04W4/02,H04W,H04
593,G06F16/3329,G06F,G06
593,G06F16/334,G06F,G06
593,G06F16/36,G06F,G06
593,G06F40/35,G06F,G06
593,G06N3/0442,G06N,G06
593,G06N3/045,G06N,G06
593,G06N3/0475,G06N,G06
593,G06N5/025,G06N,G06
593,G06N5/04,G06N,G06
594,G06F18/213,G06F,G06
594,G06F18/22,G06F,G06
594,G06F18/25,G06F,G06
594,G06N3/04,G06N,G06
594,G06Q30/0601,G06Q,G06
595,G06N3/00,G06N,G06
595,G06Q10/00,G06Q,G06
595,G06Q30/00,G06Q,G06
596,G06Q10/20,G06Q,G06
596,G07C5/00,G07C,G07
597,G06F16/334,G06F,G06
597,G06F40/289,G06F,G06
597,G06N5/022,G06N,G06
598,G06N20/20,G06N,G06
598,G06N5/01,G06N,G06
598,G06Q10/087,G06Q,G06
598,G06Q30/0202,G06Q,G06
598,G06Q30/0601,G06Q,G06
599,G06F16/215,G06F,G06
599,G06F16/242,G06F,G06
599,G06F16/2455,G06F,G06
599,G06F16/901,G06F,G06
599,G06F8/71,G06F,G06
599,G06N20/00,G06N,G06
600,G06Q30/018,G06Q,G06
600,G06Q30/0601,G06Q,G06
601,G06F18/22,G06F,G06
601,G06F40/284,G06F,G06
601,G06Q30/0202,G06Q,G06
602,G06Q10/0631,G06Q,G06
602,G06Q10/0639,G06Q,G06
602,G06Q50/10,G06Q,G06
603,G06F30/10,G06F,G06
603,G06Q10/063,G06Q,G06
603,G06Q30/0201,G06Q,G06
603,G06Q30/0601,G06Q,G06
603,G06Q50/04,G06Q,G06
604,G06F16/2455,G06F,G06
604,G06F16/901,G06F,G06
604,G06F16/9038,G06F,G06
604,G06F16/9535,G06F,G06
604,G06F16/9537,G06F,G06
604,G06F21/57,G06F,G06
604,G06F9/455,G06F,G06
604,G06F9/54,G06F,G06
604,H04L43/045,H04L,H04
604,H04L43/06,H04L,H04
604,H04L67/306,H04L,H04
604,H04L67/50,H04L,H04
604,H04L9/40,H04L,H04
605,G06F17/18,G06F,G06
605,G06F18/213,G06F,G06
605,G06F18/2323,G06F,G06
605,G06F18/25,G06F,G06
605,G06F18/27,G06F,G06
605,G06F21/60,G06F,G06
605,G06N5/022,G06N,G06
605,G06N5/025,G06N,G06
605,G06Q30/0601,G06Q,G06
606,G06N20/00,G06N,G06
606,G06Q10/06,G06Q,G06
606,G06Q30/02,G06Q,G06
606,G06Q30/06,G06Q,G06
607,G06Q10/04,G06Q,G06
607,G06Q10/063,G06Q,G06
608,G06F18/22,G06F,G06
608,G06Q30/0241,G06Q,G06
608,G06Q30/0251,G06Q,G06
609,G06F18/23,G06F,G06
609,G06F18/25,G06F,G06
609,G06N3/048,G06N,G06
609,G06N3/08,G06N,G06
609,G06Q30/0203,G06Q,G06
610,G06F16/901,G06F,G06
610,G06F16/9032,G06F,G06
610,G06F16/9035,G06F,G06
610,G06F16/9038,G06F,G06
610,G06F16/906,G06F,G06
610,G06F16/9535,G06F,G06
610,G06N3/08,G06N,G06
610,G06Q30/02,G06Q,G06
610,G06Q50/50,G06Q,G06
610,H04L51/02,H04L,H04
610,H04L67/50,H04L,H04
611,G06F18/21,G06F,G06
611,G06F18/214,G06F,G06
611,G06F18/23213,G06F,G06
611,G06F18/2411,G06F,G06
611,G06F18/2431,G06F,G06
611,G06Q10/083,G06Q,G06
611,G06Q10/0833,G06Q,G06
611,G06Q30/018,G06Q,G06
611,G06Q30/0203,G06Q,G06
611,G06Q30/0601,G06Q,G06
611,G06F123/02,G06F,G06
612,H04L41/16,H04L,H04
612,H04L9/06,H04L,H04
612,H04W24/02,H04W,H04
612,H04W4/14,H04W,H04
613,G06T13/20,G06T,G06
613,G06T13/40,G06T,G06
613,G10L13/10,G10L,G10
614,G06T13/20,G06T,G06
614,G10L13/08,G10L,G10
614,H04N21/81,H04N,H04
615,G07F9/00,G07F,G07
615,G07F9/02,G07F,G07
616,G06N3/0455,G06N,G06
616,G06N3/0475,G06N,G06
616,G06N3/092,G06N,G06
616,G06N3/094,G06N,G06
616,H04N21/233,H04N,H04
616,H04N21/234,H04N,H04
616,H04N21/2343,H04N,H04
616,H04N21/235,H04N,H04
616,H04N21/258,H04N,H04
616,H04N21/435,H04N,H04
616,H04N21/439,H04N,H04
616,H04N21/44,H04N,H04
616,H04N21/4402,H04N,H04
616,H04N21/45,H04N,H04
616,H04N21/472,H04N,H04
617,G06N20/00,G06N,G06
618,F04D25/08,F04D,F04
618,F04D29/70,F04D,F04
619,G06N3/006,G06N,G06
619,G06N3/048,G06N,G06
619,G06N3/0895,G06N,G06
619,G06Q10/0639,G06Q,G06
619,G06Q30/0601,G06Q,G06
620,A61L2/00,A61L,A61
620,G16H40/40,G16H,G16
620,G16Y10/60,G16Y,G16
620,G16Y40/10,G16Y,G16
621,G06F16/35,G06F,G06
621,G06F18/25,G06F,G06
621,G06N3/006,G06N,G06
621,G06N3/045,G06N,G06
621,G06N3/0455,G06N,G06
621,G06N3/092,G06N,G06
622,G06F16/9535,G06F,G06
622,G06F18/213,G06F,G06
622,G06F18/22,G06F,G06
622,G06F18/25,G06F,G06
623,G06F16/36,G06F,G06
623,G06F18/15,G06F,G06
623,G06F18/214,G06F,G06
623,G06N5/04,G06N,G06
623,G06Q30/0201,G06Q,G06
623,G06Q30/0202,G06Q,G06
624,G06T11/60,G06T,G06
625,G06F18/241,G06F,G06
625,G06F18/25,G06F,G06
625,G06Q30/018,G06Q,G06
626,G06F40/279,G06F,G06
626,G06F40/35,G06F,G06
626,G06N20/00,G06N,G06
626,G06Q30/02,G06Q,G06
626,G06Q30/0282,G06Q,G06
626,G06Q30/0601,G06Q,G06
626,G06Q50/00,G06Q,G06
626,G10L15/02,G10L,G10
626,G10L15/183,G10L,G10
626,G10L15/26,G10L,G10
626,G10L25/63,G10L,G10
627,G06F40/14,G06F,G06
627,G06F9/451,G06F,G06
628,G05B19/418,G05B,G05
628,G06F11/30,G06F,G06
628,G06N20/00,G06N,G06
628,G06F11/34,G06F,G06
628,G06F9/50,G06F,G06
628,G06N3/08,G06N,G06
628,G06N3/0895,G06N,G06
628,G06N3/09,G06N,G06
628,G06N3/091,G06N,G06
628,G06N3/092,G06N,G06
628,G06N3/094,G06N,G06
628,G06N3/098,G06N,G06
628,G06N3/0985,G06N,G06
629,G16H10/60,G16H,G16
629,G16H40/20,G16H,G16
629,G16H50/20,G16H,G16
630,G16H10/60,G16H,G16
630,G16H40/67,G16H,G16
631,G06N20/00,G06N,G06
631,G06N3/02,G06N,G06
631,G06Q10/04,G06Q,G06
631,G06Q10/0633,G06Q,G06
631,G06Q20/04,G06Q,G06
631,G06Q20/08,G06Q,G06
631,G06Q20/36,G06Q,G06
631,G06Q40/04,G06Q,G06
631,H04L9/08,H04L,H04
631,G06Q10/06,G06Q,G06
632,G06Q30/0601,G06Q,G06
633,G06F16/9035,G06F,G06
633,G06F16/9038,G06F,G06
633,G06F18/23213,G06F,G06
633,G06F18/25,G06F,G06
633,G06Q30/0601,G06Q,G06
634,G06F9/50,G06F,G06
634,G06N3/0455,G06N,G06
634,G06N3/08,G06N,G06
634,G06Q10/0831,G06Q,G06
635,H04L51/02,H04L,H04
635,H04L67/02,H04L,H04
635,H04L69/16,H04L,H04
636,G06F18/25,G06F,G06
636,G06N20/00,G06N,G06
636,G06N3/042,G06N,G06
636,G06N3/045,G06N,G06
636,G06N3/08,G06N,G06
636,G09B19/06,G09B,G09
636,G09B5/06,G09B,G09
636,G16H20/70,G16H,G16
637,G06F18/15,G06F,G06
637,G06F18/213,G06F,G06
637,G06F18/214,G06F,G06
637,G06F18/2411,G06F,G06
637,G06F18/2415,G06F,G06
637,G06F18/25,G06F,G06
637,G06Q30/0601,G06Q,G06
638,G06F16/951,G06F,G06
638,G06F40/242,G06F,G06
638,G06F40/30,G06F,G06
638,G06N20/00,G06N,G06
638,G06N3/08,G06N,G06
638,G06Q30/0202,G06Q,G06
638,G06Q30/0207,G06Q,G06
638,G06Q30/0251,G06Q,G06
638,G06Q30/0282,G06Q,G06
638,G06Q50/00,G06Q,G06
639,A61D99/00,A61D,A61
639,G06Q50/02,G06Q,G06
640,G06F16/3329,G06F,G06
640,G06F16/35,G06F,G06
640,G06F21/55,G06F,G06
640,G06F40/205,G06F,G06
640,G06F40/253,G06F,G06
640,G06F40/279,G06F,G06
640,G06F40/35,G06F,G06
640,G06Q30/015,G06Q,G06
641,G06F30/12,G06F,G06
641,G06F30/27,G06F,G06
641,G06Q30/0201,G06Q,G06
641,G06F111/16,G06F,G06
642,G06N20/00,G06N,G06
642,G06Q30/0201,G06Q,G06
642,G06Q30/0601,G06Q,G06
643,G06N3/0475,G06N,G06
644,G06N5/022,G06N,G06
644,G06Q30/0201,G06Q,G06
645,G06F16/28,G06F,G06
645,G06Q30/0251,G06Q,G06
646,G06F21/60,G06F,G06
646,G06F21/64,G06F,G06
646,G06N20/00,G06N,G06
646,G06Q30/0207,G06Q,G06
646,G06Q30/0214,G06Q,G06
647,G06F16/16,G06F,G06
647,G06F16/18,G06F,G06
647,G06F16/215,G06F,G06
647,G06F9/50,G06F,G06
647,G06N20/00,G06N,G06
648,G06N3/006,G06N,G06
648,G06N3/0455,G06N,G06
648,G06Q10/0631,G06Q,G06
648,G06Q50/14,G06Q,G06
649,G06F16/9532,G06F,G06
649,G06F16/9535,G06F,G06
649,G06N5/022,G06N,G06
649,G06N5/04,G06N,G06
649,G06Q30/0601,G06Q,G06
650,G06F16/25,G06F,G06
650,G06F16/27,G06F,G06
650,G06F21/62,G06F,G06
650,G06N3/042,G06N,G06
650,G06N3/098,G06N,G06
650,G06Q10/0835,G06Q,G06
650,G06Q30/0202,G06Q,G06
650,G06Q30/0601,G06Q,G06
650,G06Q50/02,G06Q,G06
651,G06F16/732,G06F,G06
651,G06F16/738,G06F,G06
651,G06F21/10,G06F,G06
651,G06N3/0475,G06N,G06
651,G06Q20/06,G06Q,G06
651,G06Q50/10,G06Q,G06
651,H04L9/00,H04L,H04
651,H04L9/08,H04L,H04
651,H04N21/454,H04N,H04
651,H04N21/854,H04N,H04
652,G06Q30/0601,G06Q,G06
652,G06Q50/00,G06Q,G06
652,G06V10/82,G06V,G06
652,G06V20/62,G06V,G06
652,G06V20/68,G06V,G06
652,G10L15/16,G10L,G10
652,G10L15/22,G10L,G10
652,G16H20/30,G16H,G16
652,G16H20/60,G16H,G16
653,G06N3/042,G06N,G06
653,G06N3/045,G06N,G06
653,G06N3/0464,G06N,G06
653,G06N3/0895,G06N,G06
653,G06N3/09,G06N,G06
653,G06N5/025,G06N,G06
653,G06N5/04,G06N,G06
653,G06Q30/0207,G06Q,G06
653,G06Q30/0214,G06Q,G06
654,G06T11/60,G06T,G06
655,G06F3/0481,G06F,G06
655,G06Q30/02,G06Q,G06
655,G06Q30/06,G06Q,G06
655,G06V10/764,G06V,G06
655,G06V20/60,G06V,G06
655,H04N21/4728,H04N,H04
656,G06F30/12,G06F,G06
656,G06Q10/0631,G06Q,G06
656,G06Q10/087,G06Q,G06
656,G06Q30/0207,G06Q,G06
656,G06Q30/0601,G06Q,G06
656,G06Q50/06,G06Q,G06
657,G06Q30/0601,G06Q,G06
658,G06Q20/12,G06Q,G06
658,G06Q20/36,G06Q,G06
658,H04L9/00,H04L,H04
659,G06F11/14,G06F,G06
659,G06F16/174,G06F,G06
659,G06F21/60,G06F,G06
659,G06F21/62,G06F,G06
659,G06F21/64,G06F,G06
659,G06F40/166,G06F,G06
659,G06F40/289,G06F,G06
659,G06F40/30,G06F,G06
659,G06N3/006,G06N,G06
659,G06N3/0455,G06N,G06
659,G06N3/0475,G06N,G06
659,G06N3/094,G06N,G06
